Quality Score,Grade,Rank,Ticker,Sector,Price,Market Cap,P1 Return on Capital,P2 Profitability,P3 Balance Sheet,P4 Capital Efficiency,ROIC %,ROE %,Gross Margin %,Op Margin %,FCF Margin %,FCF/NI,Net Debt/EBITDA,D/E,P/E,P/B,EV/EBITDA,Rev Growth %,EPS Growth %,Perf 1M %,Perf 3M %,Beta,Div Yield %
46.0,C,239,AMT,Finance,182.85,86747702254.0,15.0,23.0,0.0,8.0,5.8,71.9,55.0,46.7,35.5,1.5,6.5,12.31,33.9,23.34,19.5,-1.5,12.1,6.9,0.7,-0.19,3.7
46.0,C,240,SNPS,Technology Services,432.98,82942525271.01,4.0,19.0,8.0,15.0,4.3,5.5,68.0,15.0,32.3,1.71,3.7,0.36,66.9,2.71,39.5,31.9,-52.2,1.2,-9.2,1.26,
46.0,C,241,RCL,Consumer Services,286.52,77511774003.54,26.0,16.0,1.0,3.0,15.4,48.5,39.9,27.6,6.9,0.29,3.2,2.2,18.4,7.72,14.9,8.8,47.5,-17.0,8.6,1.72,1.49
46.0,C,242,PSA,Finance,299.91,53703218289.0,11.0,21.0,4.0,10.0,9.7,18.8,48.8,46.4,60.1,1.62,3.1,1.11,33.3,10.75,20.1,2.7,-15.3,4.5,11.2,0.26,3.92
46.0,C,243,FISV,Commercial Services,58.5,31284485722.96,9.0,23.0,4.0,10.0,6.6,13.2,59.4,26.9,20.5,1.25,3.3,1.15,9.2,1.21,6.8,3.6,17.7,-2.5,-12.0,0.27,
46.0,C,244,TDY,Electronic Technology,655.37,30347112035.92,7.0,14.0,14.0,11.0,7.2,8.9,39.2,18.8,17.6,1.2,1.5,0.25,34.7,2.88,22.0,7.7,9.7,1.5,27.0,0.83,
46.0,C,245,FOX,Consumer Services,52.77,23461722476.78,14.0,11.0,12.0,9.0,10.1,16.9,33.1,19.0,14.2,1.02,1.6,0.69,12.7,2.05,8.2,9.2,-11.1,-9.5,-17.0,0.83,1.06
46.0,C,246,ARES,Finance,103.46,22854583386.31,6.0,25.0,0.0,15.0,2.9,12.4,78.5,28.1,23.9,3.19,7.3,3.35,59.2,8.16,20.2,53.3,-13.4,-22.1,-41.9,1.73,4.97
46.0,C,247,RF,Finance,26.21,22632511164.31,9.0,15.0,14.0,8.0,9.8,11.7,,28.7,22.9,1.01,1.7,0.28,11.4,1.29,,2.1,19.1,-14.9,-4.2,1.17,3.96
45.0,C,248,MCD,Consumer Services,325.21,231028737127.31,11.0,23.0,5.0,6.0,17.2,,57.3,46.1,26.7,0.84,3.7,,27.2,,19.5,3.7,4.9,-0.2,4.4,0.29,2.27
45.0,C,249,CAH,Distribution Services,215.42,50691773203.36,20.0,2.0,11.0,12.0,34.9,,3.6,1.2,2.5,3.53,1.6,,31.0,,14.6,10.1,29.7,-4.9,8.8,0.4,0.94
45.0,C,250,XYZ,Commercial Services,64.63,38719575346.99,4.0,11.0,20.0,10.0,4.6,6.0,42.3,13.3,10.0,1.86,0.2,0.4,30.7,1.75,11.0,0.3,-53.7,15.3,2.4,1.33,
45.0,C,251,VICI,Finance,28.42,31324689830.0,9.0,25.0,5.0,6.0,6.4,10.2,99.2,91.1,62.6,0.9,4.7,0.64,10.9,1.09,13.4,4.1,2.1,-0.9,2.2,0.22,6.14
44.0,C,252,HON,Electronic Technology,239.44,152206180219.87,18.0,13.0,5.0,8.0,11.9,31.7,38.0,19.8,14.5,1.15,2.4,2.56,30.0,10.94,18.5,4.8,-8.3,0.9,24.3,0.87,1.98
44.0,C,253,COP,Energy Minerals,117.03,143050348110.68,9.0,10.0,18.0,7.0,9.0,12.3,24.6,19.6,12.3,0.91,0.7,0.38,18.5,2.22,6.9,7.5,-18.9,8.8,21.7,0.66,2.94
44.0,C,254,MDT,Health Technology,88.97,114227248543.04,7.0,18.0,10.0,9.0,6.1,9.4,59.6,18.2,16.1,1.16,2.1,0.57,24.8,2.33,14.0,6.9,8.9,-14.1,-12.2,0.62,3.16
44.0,C,255,TKO,Consumer Services,202.03,39219064828.76,2.0,19.0,8.0,15.0,2.6,5.0,49.6,20.3,24.5,5.93,2.2,1.09,88.2,4.2,32.9,68.9,,-4.5,3.3,0.94,1.31
44.0,C,256,OTIS,Industrial Services,84.6,32885777830.57,20.0,11.0,5.0,8.0,64.0,,30.6,15.5,10.0,1.04,3.1,,24.1,,16.7,1.2,-13.8,-5.7,-3.7,0.52,1.95
43.0,C,257,WMT,Retail Trade,123.49,984235943470.56,21.0,4.0,14.0,4.0,14.7,23.0,25.4,4.2,2.1,0.68,1.3,0.67,45.2,,23.8,4.7,13.4,-6.0,9.1,0.58,0.79
43.0,C,258,ORCL,Technology Services,163.12,468821715280.32,18.0,20.0,1.0,4.0,11.3,58.1,73.7,32.3,-43.1,-1.99,4.0,3.92,29.3,,20.2,14.9,30.9,9.9,-14.4,1.24,1.34
43.0,C,259,CEG,Utilities,300.69,108846879022.84,14.0,8.0,16.0,5.0,10.7,16.8,17.4,15.0,4.8,0.56,0.9,0.65,40.6,6.46,17.3,12.4,-37.8,14.3,-16.6,1.51,0.54
43.0,C,260,BKR,Industrial Services,58.97,58276307216.91,12.0,7.0,20.0,4.0,10.8,14.5,23.6,12.8,9.1,0.98,0.4,0.36,22.6,3.09,12.7,-0.3,-12.5,-0.3,23.4,1.05,1.55
43.0,C,261,AFL,Finance,109.33,56454673071.71,12.0,13.0,16.0,2.0,10.3,13.1,,27.7,14.9,0.7,1.5,0.29,15.9,1.92,,-9.3,-28.3,-6.3,1.5,0.5,2.21
43.0,C,262,IR,Producer Manufacturing,85.17,33354105331.02,4.0,14.0,14.0,11.0,3.9,5.7,38.5,19.7,15.9,2.1,1.9,0.5,58.5,3.3,18.5,5.7,-29.4,-13.0,4.5,1.26,0.09
43.0,C,263,QSR,Consumer Services,72.01,32826530944.27,12.0,19.0,0.0,12.0,4.8,26.7,48.5,26.8,14.3,1.74,5.3,4.31,31.8,6.86,17.2,12.2,-28.8,1.7,1.9,0.36,3.61
43.0,C,264,FTAI,Electronic Technology,259.91,26659821531.12,23.0,12.0,1.0,7.0,13.7,241.2,30.9,30.5,-42.3,-2.12,3.1,10.32,56.3,79.79,29.8,43.5,,-5.5,43.3,1.42,0.59
42.0,C,265,BRK.A,Finance,740000.0,1065406299260.0,7.0,9.0,24.0,2.0,8.3,9.8,23.6,15.8,6.7,0.37,Net Cash,0.19,15.9,1.48,11.5,0.0,-24.8,-2.5,0.6,0.42,
42.0,C,266,NOC,Electronic Technology,733.18,104054098548.24,23.0,7.0,8.0,4.0,12.8,26.2,19.8,10.2,7.9,0.79,2.3,1.07,25.1,6.24,20.4,2.2,2.7,3.0,31.5,0.11,1.26
42.0,C,267,EMR,Electronic Technology,139.57,78480502350.63,9.0,15.0,10.0,8.0,8.3,11.3,48.0,19.9,14.3,1.12,2.4,0.69,34.1,3.87,17.8,3.6,-2.6,-11.4,1.9,1.37,1.58
42.0,C,268,TDG,Electronic Technology,1258.34,71062947992.44,5.0,23.0,4.0,10.0,9.5,,57.6,47.0,21.3,1.01,5.9,,40.5,,21.2,11.7,9.8,-1.6,-4.0,0.71,
42.0,C,269,AZO,Retail Trade,3712.42,61506705144.32,17.0,12.0,7.0,6.0,29.2,,51.9,18.1,,,2.8,,26.0,,17.5,5.0,-4.3,1.5,7.6,0.27,
42.0,C,270,DHI,Consumer Durables,142.67,41331983682.24,12.0,8.0,18.0,4.0,11.2,13.6,23.3,13.1,10.2,0.97,0.7,0.23,13.0,1.73,10.0,-8.6,-22.2,-9.0,-8.7,0.48,1.24
42.0,C,271,DAL,Transportation,59.14,38626148492.43,23.0,5.0,10.0,4.0,13.6,27.7,17.4,9.2,6.1,0.77,1.9,0.97,7.7,1.85,6.6,2.8,43.7,-21.4,-14.8,1.59,1.27
42.0,C,272,AMRZ,Non-Energy Minerals,58.21,32174759346.99,9.0,11.0,14.0,8.0,6.2,10.2,25.6,16.0,12.0,1.2,1.6,0.48,27.2,2.43,13.0,0.9,-7.1,-1.3,6.0,1.36,
42.0,C,273,XYL,Producer Manufacturing,122.35,29748350459.5,7.0,10.0,18.0,7.0,7.3,8.7,38.3,14.5,9.7,0.91,0.6,0.22,31.2,2.6,16.5,5.4,7.4,-13.3,-11.7,1.03,1.4
41.0,C,274,TMUS,Communications,213.44,235181593219.37,11.0,18.0,1.0,11.0,6.5,18.2,47.6,21.3,17.5,1.4,3.6,2.07,22.0,3.99,10.9,8.5,0.3,8.5,8.5,0.34,1.74
41.0,C,275,SLB,Industrial Services,48.17,72030121338.72,9.0,8.0,16.0,8.0,9.8,14.3,16.8,13.9,13.4,1.42,1.0,0.45,20.4,2.76,11.1,-1.7,-24.0,-4.6,20.9,0.82,2.45
41.0,C,276,AJG,Finance,209.84,53949865591.74,4.0,19.0,6.0,12.0,4.3,6.9,90.8,18.3,12.8,1.19,3.3,0.58,36.5,2.31,18.0,21.9,-11.9,-12.6,-13.3,0.53,1.32
41.0,C,277,WAB,Producer Manufacturing,245.97,41942111108.51,9.0,11.0,10.0,11.0,7.9,11.0,31.5,16.3,13.4,1.28,2.2,0.53,36.0,3.77,20.3,7.5,13.2,0.2,14.4,1.16,0.5
41.0,C,278,VMC,Non-Energy Minerals,266.6,34812730188.17,9.0,13.0,10.0,9.0,8.0,13.0,27.4,20.3,14.3,1.05,2.0,0.58,32.9,4.08,16.8,7.1,18.3,-17.2,-10.5,0.48,0.76
41.0,C,279,CASY,Retail Trade,685.0,25316935026.16,14.0,4.0,12.0,11.0,10.0,17.9,21.9,5.6,4.1,1.21,1.7,0.75,39.3,6.58,19.8,9.2,21.4,3.3,28.0,0.37,0.33
41.0,C,280,MKL,Finance,1956.56,24605161775.86,9.0,10.0,16.0,6.0,9.6,12.2,,19.3,15.4,1.18,1.3,0.27,11.6,1.32,,-0.2,-15.0,-7.0,-6.7,0.62,
41.0,C,281,ON,Electronic Technology,59.24,23341776750.23,2.0,11.0,20.0,8.0,1.0,1.5,32.3,12.5,23.7,11.72,0.5,0.42,177.5,3.06,16.8,-15.3,-90.8,-8.6,7.7,1.66,
40.0,C,282,XOM,Energy Minerals,151.58,631598058201.81,9.0,7.0,20.0,4.0,9.6,11.0,21.6,10.3,7.3,0.82,0.6,0.19,22.6,2.44,11.4,-4.9,-14.7,1.6,27.3,0.28,2.78
40.0,C,283,GLW,Electronic Technology,131.76,113043245319.98,9.0,12.0,10.0,9.0,8.3,14.2,35.3,15.3,9.0,0.89,2.1,0.79,71.7,9.02,32.5,19.1,215.0,6.3,40.7,1.16,0.82
40.0,C,284,UPS,Transportation,100.8,85589451617.69,23.0,5.0,8.0,4.0,13.4,33.8,18.5,9.6,5.4,0.86,1.9,1.76,15.4,5.27,8.9,-2.5,-3.0,-14.0,0.7,1.09,6.5
40.0,C,285,HLT,Consumer Services,296.85,68065213527.41,11.0,14.0,4.0,11.0,19.0,,26.7,22.4,16.9,1.39,4.3,,48.5,,28.0,7.7,-0.4,-5.1,9.1,0.87,0.2
40.0,C,286,KVUE,Consumer Non-Durables,17.65,33830321212.2,9.0,17.0,8.0,6.0,8.5,14.4,58.3,18.1,11.4,1.17,2.3,0.81,23.1,3.14,12.6,-2.2,42.7,-2.5,1.9,-0.03,4.62
40.0,C,287,GEHC,Health Technology,72.65,33110223508.41,16.0,10.0,10.0,4.0,11.5,22.2,39.7,14.0,7.3,0.72,1.7,1.01,16.0,3.19,11.3,4.8,4.9,-9.2,-14.0,1.89,0.19
40.0,C,288,Q,Electronic Technology,116.27,24377041148.73,7.0,17.0,8.0,8.0,6.2,7.8,41.8,21.3,20.8,1.43,2.6,0.64,35.2,3.43,20.3,,,18.0,35.6,2.06,0.28
40.0,C,289,EFX,Commercial Services,191.55,23037718144.16,9.0,14.0,6.0,11.0,7.4,14.0,44.6,18.8,18.7,1.72,2.6,1.11,36.0,5.01,15.0,6.9,10.1,-1.5,-12.0,1.12,1.14
40.0,C,290,ATI,Non-Energy Minerals,157.47,21563358469.59,16.0,7.0,10.0,7.0,11.2,22.1,22.0,14.0,7.3,0.83,1.8,1.03,55.2,11.86,28.5,5.2,11.7,16.7,49.1,1.88,
39.0,D,291,TSLA,Consumer Durables,407.82,1530316715095.71,2.0,5.0,24.0,8.0,4.3,4.9,18.0,5.1,6.6,1.64,Net Cash,0.18,379.0,18.62,136.5,-2.9,-47.2,-0.5,-9.2,1.49,
39.0,D,292,PLD,Finance,134.4,129531329063.0,4.0,19.0,5.0,11.0,3.8,6.2,44.7,38.8,46.9,1.24,6.1,0.7,37.8,2.35,28.2,7.2,-9.7,-1.4,3.3,0.77,3.14
39.0,D,293,O,Finance,64.71,60496716677.0,2.0,21.0,5.0,11.0,1.6,2.7,48.7,44.6,67.1,3.65,6.0,0.78,55.6,1.53,18.0,8.6,19.0,2.4,13.6,0.16,4.99
39.0,D,294,URI,Finance,780.57,49174464452.86,18.0,13.0,6.0,2.0,11.2,28.4,35.4,24.7,4.1,0.27,2.1,1.75,20.2,5.49,9.1,4.9,-0.2,-12.9,-4.3,1.12,0.95
39.0,D,295,EQR,Finance,60.16,23211594836.0,9.0,17.0,5.0,8.0,6.0,10.1,30.5,28.9,42.5,1.16,4.6,0.8,20.6,2.06,16.9,4.9,9.4,-6.2,-1.2,0.62,4.51
39.0,D,296,GPN,Commercial Services,72.85,20390810407.35,2.0,25.0,4.0,8.0,2.8,4.9,69.4,27.2,26.5,1.46,3.6,0.97,12.6,0.75,9.1,-18.1,-6.5,1.2,-8.8,1.48,1.36
38.0,D,297,VZ,Communications,50.68,213752225417.82,11.0,17.0,2.0,8.0,6.8,16.9,45.8,22.9,14.6,1.17,3.3,1.74,12.5,2.05,7.5,2.5,-2.1,9.8,26.7,0.32,5.58
38.0,D,298,NKE,Consumer Non-Durables,55.7,82457369516.56,14.0,8.0,14.0,2.0,10.4,18.0,40.7,6.2,5.3,0.77,0.8,0.8,32.7,5.85,23.5,-5.1,-47.3,-12.4,-15.4,1.3,2.92
38.0,D,299,RSG,Industrial Services,223.79,69107462103.72,11.0,13.0,6.0,8.0,8.8,18.3,30.3,20.0,14.5,1.13,2.6,1.15,32.6,5.76,15.8,3.5,5.7,1.7,7.0,0.08,1.12
38.0,D,300,CCEP,Consumer Non-Durables,101.13,45427415690.94,16.0,9.0,4.0,9.0,10.9,24.4,34.9,13.1,10.0,1.08,2.8,1.36,20.9,4.94,13.9,6.8,45.6,4.2,11.3,0.2,2.29
38.0,D,301,FERG,Distribution Services,231.63,45052657776.86,23.0,5.0,8.0,2.0,14.1,26.9,29.1,7.9,2.2,0.36,2.0,1.03,29.8,7.71,18.6,0.2,-6.7,-12.0,-0.7,0.93,1.56
38.0,D,302,JD,Retail Trade,28.11,35867806237.42,7.0,2.0,22.0,7.0,6.2,8.3,16.0,0.3,,,Net Cash,0.48,15.7,,15.7,13.1,-52.3,1.3,-4.5,0.78,3.53
38.0,D,303,VG,Industrial Services,12.46,30613848947.76,15.0,16.0,0.0,7.0,7.0,41.9,49.9,37.1,-49.4,-2.52,5.8,4.17,13.5,4.54,11.3,176.9,51.8,27.1,107.7,0.8,0.6
38.0,D,304,MTB,Finance,203.21,30279933273.22,7.0,15.0,8.0,8.0,7.2,9.8,,27.5,27.2,1.26,3.1,0.47,11.9,1.17,,-2.2,16.5,-14.2,-0.6,0.12,7.11
38.0,D,305,HAL,Industrial Services,35.93,30093114173.65,9.0,7.0,14.0,8.0,6.9,12.2,15.7,13.9,7.5,1.3,1.4,0.79,23.8,2.87,8.6,-3.3,-46.7,2.8,24.9,1.01,1.92
37.0,D,306,T,Communications,27.16,190135669069.57,13.0,16.0,2.0,6.0,8.8,20.4,42.9,20.4,15.5,0.89,3.2,1.44,8.9,1.73,7.5,2.7,104.4,0.2,11.0,0.22,4.01
37.0,D,307,WM,Industrial Services,236.5,95388910412.48,15.0,11.0,1.0,10.0,8.4,29.7,29.1,18.3,11.2,1.04,3.1,2.39,35.3,9.54,15.6,14.2,-1.6,4.6,12.5,-0.07,1.6
37.0,D,308,FCX,Non-Energy Minerals,61.54,88445392329.04,9.0,11.0,16.0,1.0,7.8,12.0,25.2,22.8,4.4,0.51,0.9,0.56,40.6,4.68,13.4,-0.0,16.8,0.3,32.1,1.9,0.96
37.0,D,309,PWR,Industrial Services,567.71,84940436412.08,9.0,4.0,10.0,14.0,7.9,12.7,13.3,5.9,5.7,1.58,2.3,0.72,83.6,9.5,35.1,20.3,12.8,11.7,23.4,1.13,0.08
37.0,D,310,PNC,Finance,205.64,82949200095.02,9.0,15.0,3.0,10.0,6.7,12.0,,25.0,27.9,1.37,5.9,1.0,12.4,1.46,,0.1,20.8,-14.9,-1.0,1.02,3.29
37.0,D,311,TFC,Finance,45.65,57024536356.18,7.0,13.0,3.0,14.0,5.1,8.2,,21.1,21.1,1.21,9.2,1.09,11.9,0.96,,24.6,14.8,-17.8,-7.0,1.26,4.46
37.0,D,312,FITB,Finance,45.06,40635962908.8,9.0,13.0,5.0,10.0,7.6,12.2,,23.9,31.0,1.56,4.2,0.7,12.7,1.49,,0.1,12.7,-18.1,-5.0,1.11,3.43
37.0,D,313,MLM,Non-Energy Minerals,597.59,36041874296.49,9.0,14.0,8.0,6.0,6.7,10.7,29.9,23.1,15.9,0.86,2.8,0.6,31.8,3.59,20.0,0.1,-41.9,-13.2,-4.0,0.54,0.55
37.0,D,314,FWONA,Technology Services,76.1,29782940259.14,9.0,9.0,5.0,14.0,6.8,10.4,24.9,13.7,16.8,1.35,4.1,0.66,25.8,2.46,34.3,23.9,,-2.0,-10.7,0.57,
37.0,D,315,AVB,Finance,171.82,24437560142.0,7.0,17.0,3.0,10.0,5.4,8.9,32.5,30.5,45.7,1.35,5.0,0.82,23.3,2.07,18.5,1.8,-2.7,-0.5,-3.1,0.59,4.08
36.0,D,316,JPM,Finance,287.52,775450805483.27,11.0,15.0,0.0,10.0,7.4,16.1,,26.1,36.1,1.78,11.2,2.7,14.4,2.26,,0.4,1.3,-10.5,-7.0,0.02,2.02
36.0,D,317,TMO,Health Technology,495.72,184152168917.72,9.0,13.0,8.0,6.0,7.9,13.0,40.3,18.8,14.1,0.94,2.8,0.76,27.9,3.49,19.2,3.9,7.4,-8.4,-14.0,0.96,0.38
36.0,D,318,MAR,Consumer Services,326.38,86485660074.08,14.0,9.0,5.0,8.0,22.6,,19.5,15.8,10.0,1.0,3.9,,34.4,,23.7,4.3,14.1,-1.5,13.7,1.05,0.82
36.0,D,319,CRH,Non-Energy Minerals,104.0,69498081721.42,11.0,10.0,8.0,7.0,9.8,16.4,36.1,14.2,8.2,0.82,2.1,0.82,18.8,2.9,11.6,5.3,9.6,-17.8,-17.3,1.39,1.47
36.0,D,320,OXY,Energy Minerals,55.58,54816696613.08,4.0,12.0,12.0,8.0,4.1,6.9,31.9,16.6,19.0,1.79,2.0,0.65,34.3,1.98,7.1,-8.0,-33.9,20.2,35.2,0.55,1.96
36.0,D,321,HSY,Consumer Non-Durables,217.85,44156281265.34,11.0,9.0,6.0,10.0,9.9,18.9,34.3,13.5,15.0,1.98,2.3,1.24,50.1,9.53,23.5,4.4,-60.1,-6.2,20.6,0.11,2.65
36.0,D,322,AIG,Finance,77.97,41835560850.93,7.0,9.0,14.0,6.0,6.0,7.4,,17.3,12.4,1.07,1.8,0.24,14.4,1.02,,-19.9,7.4,1.8,-3.0,0.42,2.31
36.0,D,323,CPNG,Retail Trade,18.77,34315158039.7,2.0,4.0,18.0,12.0,2.8,4.8,29.4,1.4,1.5,2.46,Net Cash,1.0,167.4,7.4,32.1,14.1,35.2,5.9,-27.8,1.36,
36.0,D,324,RPRX,Health Technology,46.69,26935771742.92,9.0,15.0,1.0,11.0,5.4,11.5,,65.6,109.1,3.37,5.8,1.38,26.2,3.09,24.7,5.0,-7.1,4.6,21.9,0.36,2.04
36.0,D,325,STZ,Consumer Non-Durables,149.96,26004293876.82,9.0,20.0,4.0,3.0,6.1,14.3,51.2,34.7,17.3,,2.9,1.38,23.6,3.37,10.0,-7.9,69.8,-8.5,0.9,0.62,2.72
36.0,D,326,FIS,Technology Services,50.16,25802488292.58,2.0,17.0,6.0,11.0,1.6,2.6,36.9,22.9,26.3,7.35,2.9,0.96,67.9,1.85,8.7,5.5,-50.2,-2.0,-24.8,0.53,3.48
36.0,D,327,FLEX,Electronic Technology,63.39,23306851644.19,11.0,3.0,12.0,10.0,9.4,16.8,9.0,5.3,4.5,1.39,1.0,0.98,28.4,4.55,13.0,4.9,-9.6,-0.7,-11.9,1.64,
36.0,D,328,PPG,Process Industries,104.08,23261330170.48,16.0,10.0,8.0,2.0,11.6,21.3,37.9,13.5,7.3,0.74,2.1,0.99,15.0,2.93,10.8,-8.8,16.4,-17.6,3.3,0.98,2.68
36.0,D,329,LH,Health Services,270.42,22282609425.06,9.0,8.0,8.0,11.0,6.1,10.5,26.8,10.9,8.6,1.38,2.7,0.76,25.9,2.58,12.9,7.2,18.4,-1.9,3.0,0.45,1.07
36.0,D,330,DGX,Health Services,200.56,22034788018.1,9.0,9.0,6.0,12.0,7.7,14.2,31.9,14.5,12.3,1.38,2.8,0.89,22.9,3.08,12.9,11.8,13.8,5.6,11.6,0.15,1.71
36.0,D,331,KEY,Finance,19.65,21411570456.34,7.0,12.0,5.0,12.0,6.0,9.5,,20.6,16.8,1.03,4.2,0.56,12.9,1.21,,21.7,,-14.5,-4.1,0.02,6.12
36.0,D,332,THC,Health Services,234.58,20399779781.19,15.0,10.0,1.0,10.0,7.7,33.5,16.1,16.1,11.9,1.8,3.1,3.42,15.1,4.83,8.5,3.1,-51.9,17.3,18.6,1.04,
36.0,D,333,PFG,Finance,88.2,19124860420.2,9.0,7.0,12.0,8.0,7.8,10.3,,9.1,28.4,3.75,2.4,0.35,16.7,1.61,,-3.1,-21.0,-8.9,-2.0,0.96,3.57
35.0,D,334,CVX,Energy Minerals,191.79,382694970877.72,7.0,4.0,16.0,8.0,6.1,7.3,14.7,8.9,9.1,1.37,1.1,0.25,28.8,2.05,11.6,-4.6,-31.5,6.0,27.2,0.53,3.82
35.0,D,335,RTX,Electronic Technology,207.26,278202527490.39,9.0,7.0,10.0,9.0,6.7,10.7,20.1,10.0,9.0,1.18,2.5,0.61,41.8,4.26,23.6,9.7,39.7,4.4,18.6,0.82,1.31
35.0,D,336,LOW,Retail Trade,246.88,138487685922.49,14.0,8.0,5.0,8.0,24.6,,31.2,11.8,8.9,1.15,3.5,,20.8,,14.8,3.1,-3.0,-11.3,-0.7,0.67,1.91
35.0,D,337,HCA,Health Services,537.28,120147742995.06,11.0,10.0,5.0,9.0,18.1,,15.8,15.8,10.2,1.13,3.1,,18.9,,11.0,7.1,29.1,7.4,14.1,0.32,0.58
35.0,D,338,VLO,Energy Minerals,231.05,69090008243.43,7.0,2.0,18.0,8.0,6.8,9.7,4.4,3.6,4.1,2.15,1.0,0.49,30.2,2.91,10.4,-5.4,-9.9,13.9,34.1,1.16,2.21
35.0,D,339,NSC,Transportation,297.56,66823653066.66,11.0,16.0,4.0,4.0,8.9,19.2,32.4,32.4,17.7,0.75,3.1,1.15,23.4,4.3,15.6,0.5,10.2,-2.6,1.8,0.79,1.81
35.0,D,340,PCAR,Producer Manufacturing,118.12,62118645860.09,9.0,8.0,10.0,8.0,8.7,12.9,15.7,11.1,10.6,1.28,1.6,0.81,26.2,3.22,17.2,-15.5,-42.9,-6.8,4.1,0.8,1.11
35.0,D,341,MET,Finance,69.96,45617689440.84,9.0,7.0,8.0,11.0,7.1,12.1,,7.4,23.5,5.36,3.0,0.72,14.9,1.61,,8.6,-21.0,-7.9,-12.3,1.03,3.22
35.0,D,342,TSCO,Retail Trade,49.47,26038599798.63,23.0,5.0,3.0,4.0,14.3,45.2,33.2,9.5,4.8,0.68,2.9,2.3,24.0,10.1,16.2,4.3,1.0,-9.9,-6.2,0.5,1.91
35.0,D,343,SMCI,Electronic Technology,31.79,19041874875.0,9.0,2.0,16.0,8.0,8.9,13.2,8.0,3.7,2.0,0.42,0.8,0.71,23.6,2.72,18.0,35.1,-41.2,-4.3,-6.9,2.22,
34.0,D,344,BDX,Health Technology,163.17,46461324363.86,4.0,13.0,6.0,11.0,4.1,7.0,46.1,14.8,12.0,1.57,3.3,0.77,26.7,1.84,11.7,6.2,1.7,1.8,4.5,0.56,2.56
34.0,D,345,KDP,Consumer Non-Durables,27.65,37567116558.61,7.0,16.0,6.0,5.0,5.3,8.4,51.6,21.5,8.3,0.66,3.9,0.7,18.1,1.47,12.6,8.2,45.1,-2.4,-6.5,0.16,3.28
34.0,D,346,HBAN,Finance,15.64,31745952030.73,9.0,12.0,5.0,8.0,5.7,10.0,,21.7,18.4,1.03,5.9,0.78,11.3,1.13,,3.3,13.9,-18.3,-10.6,1.27,3.88
34.0,D,347,EXR,Finance,141.52,30969671126.0,4.0,17.0,3.0,10.0,3.7,7.1,34.3,26.7,49.9,1.73,6.7,1.05,31.2,2.22,21.5,3.7,12.4,0.7,8.1,0.45,4.42
34.0,D,348,LPLA,Finance,302.96,24261089556.12,13.0,6.0,8.0,7.0,8.0,20.9,29.3,13.5,-5.8,-1.15,1.7,1.49,27.5,4.54,10.0,37.2,-21.5,-21.3,-20.5,1.24,0.39
34.0,D,349,SBAC,Finance,188.56,20491250937.0,8.0,19.0,4.0,3.0,12.1,,64.8,54.9,0.3,0.01,8.1,,19.2,,19.2,5.1,41.4,4.4,-1.1,-0.08,2.58
33.0,D,350,CSX,Transportation,40.34,75014519527.22,13.0,15.0,4.0,1.0,9.2,22.5,33.2,33.2,12.1,0.59,2.9,1.48,26.1,5.7,14.7,-3.1,-13.9,0.3,8.7,0.81,1.37
33.0,D,351,KMI,Industrial Services,33.08,73596593551.16,4.0,16.0,3.0,10.0,5.0,9.9,34.7,27.7,19.2,1.06,4.6,1.03,24.2,2.36,15.1,11.5,16.8,8.5,24.8,0.41,3.55
33.0,D,352,LHX,Electronic Technology,364.26,68035120833.95,7.0,8.0,8.0,10.0,5.2,8.2,22.5,10.7,12.3,1.67,2.9,0.57,42.7,3.47,22.0,2.5,8.3,4.2,26.9,0.45,1.38
33.0,D,353,BIDU,Technology Services,125.15,42447772346.98,2.0,6.0,22.0,3.0,1.7,2.0,43.9,8.0,,,Net Cash,0.36,75.0,,16.8,-2.9,-81.7,-13.5,-1.4,1.16,
33.0,D,354,CCL,Consumer Services,25.97,35939421874.46,15.0,10.0,1.0,7.0,7.5,25.6,29.6,16.8,9.8,0.94,3.6,2.28,13.0,2.77,8.5,6.4,43.9,-22.4,-1.5,1.74,2.29
33.0,D,355,IQV,Health Technology,171.58,29117124228.29,13.0,9.0,0.0,11.0,6.8,21.6,26.3,14.0,12.6,1.51,4.1,2.5,21.8,4.47,12.7,5.8,4.8,-8.4,-23.1,1.07,
33.0,D,356,DRI,Consumer Services,203.44,23423929508.43,18.0,7.0,1.0,7.0,11.6,54.1,17.2,11.9,8.1,0.93,4.0,4.0,21.3,11.28,15.4,8.6,9.4,-5.9,13.0,0.58,2.9
33.0,D,357,PKG,Process Industries,222.58,19857117930.37,11.0,7.0,8.0,7.0,9.6,17.1,21.0,13.7,8.1,0.95,2.0,0.95,26.0,4.32,12.6,7.2,-3.9,-6.3,9.6,0.67,2.26
32.0,D,358,MS,Finance,160.89,255470832323.13,8.0,11.0,0.0,13.0,4.1,15.6,,18.2,38.5,2.73,18.0,4.22,15.8,2.5,,15.6,28.4,-10.6,-10.7,1.53,2.49
32.0,D,359,DIS,Consumer Services,100.89,178728641916.39,9.0,8.0,12.0,3.0,8.6,11.6,31.6,14.2,7.5,0.57,2.2,0.43,14.9,1.65,11.9,3.8,120.4,-7.2,-7.6,1.09,1.48
